"Location Code","Company","Address Line 1","Added By","Note Date","Note Time","Note"
"124874","BAGELS ON BROADWAY","300 BROADWAY ELMWOOD PARK 07407","IQBAL","08/25/2022","00:26:03","Service: PEST ELIM MAINT Service. Glue boards are intact . Spray entire perimeter of establishment"
"126666","EL BARISTA NYC","2154 3rd Ave New York 10035","RITTER P.","08/25/2022","00:43:48","Fruit flies behind the counter continues. Need fly  service. Checked & updated LP Stations. Checked & updated RTU's. Checked & replaced glue boards.Sprayed dining areas, behind counter underneath microwave, on a new kitchen sink, underneath ice machine, underneath coffee machine, bathroom, Second dining area, storage area,& signed doh."
"125154","DEAR HARLEM","238 W 116th St NEW YORK 10026","BLAKAJ A.","08/25/2022","00:44:02","Service: PEST ELIM MAINT General inspection of establishment couldn’t get access into basement due to it being locked and not having key (see attachment). Worked on the main level of the establishment placed liberty glue boards in proper areas of the storage and establishment. Advion gel crack and cervices in storage rooms and bathrooms. Heavy fan sprayed whole establishment and rebaited 4 RTU bait stations on main level."
"128522","BRASSERIE COGNAC EAST","963 Lexington Ave New York 10021","KHAMRAJ K.","08/25/2022","00:44:05","Service: FLY SERVICE Found a Treated location Heavy for Flies minimal fly activity at the bar and basement reason for flies is due to heavy standing water floor is being washed nightly with a garden hose  Breeding side is underneath ice machine underneath staircase in basement we are pots and pans are being stored and dishwashing area of basement Breeding site at the bar is small sinks and drains standing water where plunger is located at the bar.  Fan Spray entire Establishment Bar on able to space fog due to employees inside  Treated all sinks and drains with bio drain  Spot fog the bar underneath basement staircase underneath ice machine dishwashing area employee changing room and wine storage"
"121267","JERSEY MIKES","2823 Richmond Ave Staten Island 10314","GUITEREZ O","08/25/2022","00:44:33","Inspection reset kechalls spray no pest actyviti"
"125847","Halo Roasters","228 Mountain Ave Springfield 07081","JONES H.","08/25/2022","00:45:11","Service: PEST ELIM MAINT Treated all rooms doorways and common areas with transport and nyguard. Inspected all tincats throughout the kitchen for any activity and replaced all glue boards. No rodent activity found."
"126879","FUEL","52 Jay St Brooklyn 11201","THOMAS S.","08/25/2022","00:49:34","Service: PEST ELIM MAINT Sprayed kitchen and bathroom also basement checked for activity found a few drain flies but once again it was because they keep leaving dirty water bucket signed doh"
"130930","Steve's Burger","506 Us Highway 46 Garfield 07026","IQBAL","08/25/2022","00:50:44","Service: PEST ELIM MAINT Service. There’s flies everywhere behind front counter I Eco aerosaled dozens down they need a fly job , fly light. Spray b&g as well . Knocked down dozens of flies . IPM RNR"
"129214","PRO THAI","1575 Lexington Ave New York 10029","RITTER P.","08/25/2022","00:55:04","Service: PEST ELIM MAINT Roach activity needs service in basement and kitchen. Checked & replaced glue boards, apply gel for roaches. Checked & updated ketchall (no activity found inside). Checked & updated LP stations.sprayed heavy dining area, hallway, bathroom, behind counter underneath register, kitchen area underneath kitchen sink, food counter underneath, basement, garbage area, underneath sink, boiler room, underneath table, stairs,& signed doh."
"113087","ZEN FUSION","79-28 PARSON BLVD FRESH MEADOWS 11366","ROSARIO A.","08/25/2022","00:57:36","Service: PEST ELIM MAINT Ipm checked all areas and equipment fan sprayed entire establishment"
"133522","ROTISSERIE ON PARK","4208 Park Ave Weehawken 07086","CARRASQUIL","08/25/2022","00:57:45","Key is not working"
"122919","SOMBO","143 8th Ave New York 10011","LITTLE T.","08/25/2022","00:58:45","Service: PEST ELIM MAINT Space in front door. Need some type of material to fill gap. Mice and rat activity around front of establishment  Fly activity in back by sink. Spot sprayed and fan sprayed   Updated doh log"
"130930","Steve's Burger","506 Us Highway 46 Garfield 07026","IQBAL","08/25/2022","00:59:22","Fly light needed , fly job needed I walked into the front counter no exaggeration there were close to 100 flies ... literally swarming I don't know how they haven't called in about this issue . I knocked down dozens of flies . Fly light needed ."
"113087","ZEN FUSION","79-28 PARSON BLVD FRESH MEADOWS 11366","ROSARIO A.","08/25/2022","01:00:18","This stop I had stared but it did work so it would show as if I just started."
"128899","Romano Pizza","4206 Park Ave Weehawken 07086","CARRASQUIL","08/25/2022","01:01:06","Service: PEST ELIM MAINT Serviced traps and devices in pizza station area  Checked all monitors and glue boards were fine no issues to note. Sprayed all necessary areas. Filled out DOH log."
"116223","THE METROPOLITAN OPERA HOUSE","30 Lincoln Center Plz New York 10023","CAPALDI J.","08/25/2022","01:03:00","Sprayed 6fl  garbage area  and whole hallway . Sprayed and fogged garbage room back cafeteria  Sprayed foamed all  drains cafeteria  Ipm all bars  Sprayed grand teir  drain maintenance  no activity"
"117821","TABETOMO","131 AVENUE A NEW YORK 10009","MELENDEZ C","08/25/2022","01:09:35","Service: PEST ELIM MAINT Checked all traps and monitors. I replaced all glue boards and fly boards. Live mouse activity in bar.No Live activity found in basement.Inspected the area but couldn’t locate entry point. Treated all common areas and hot zones with transport and Nyguard. Treated cracks crevices and under counters with advion cockroach gel bait."
"130929","Steve's Burger","68 Passaic St Garfield 07026","IQBAL","08/25/2022","01:21:16","Service: PEST ELIM MAINT Service. Spray entire perimeter of establishment. Add 2 glue boards , boxes are good for now . Signed doh . IPM RNR"
"113223","Brothers Bagel","285 Court St Brooklyn 11231","THOMAS S.","08/25/2022","01:22:11","Service: PEST ELIM MAINT Sprayed kitchen and bathroom also restaurant and basement all ketch alls and tin kats are gone I don’t know if they have inspection in the morning or what but they are nowhere to be found but they have closed up all seems and cracks it looks a hundred times better signed doh"
"131112","BAKER STREET MARKET","96 Baker St Maplewood 07040","JONES H.","08/25/2022","01:22:28","Service: PEST ELIM MAINT Treated all rooms, doorways and common areas with transport and nyguard. Checked all traps throughout the kitchen and staircase. Replaced all glue boards. No pest were found."
"133288","KAIZEN","33-70 Farrington St Flushing 11354","ROSARIO A.","08/25/2022","01:24:46","I won't be able to service a spot not given a Long coffe not gonna be in there with the alarm going crazy off"
"128522","BRASSERIE COGNAC EAST","963 Lexington Ave New York 10021","KHAMRAJ K.","08/25/2022","01:27:33","Found a Treated location Heavy for Flies minimal fly activity at the bar and basement reason for flies is due to heavy standing water floor is being washed nightly with a garden hose  Breeding side is underneath ice machine underneath staircase in basement we are pots and pans are being stored and dishwashing area of basement Breeding site at the bar is small sinks and drains standing water where plunger is located at the bar.  Fan Spray entire Establishment Bar on able to space fog due to employees inside  Treated all sinks and drains with bio drain  Spot fog the bar underneath basement staircase underneath ice machine dishwashing area employee changing room and wine storage"
"125967","La Fonda Restaurant","169 E 106th St New York 10029","BLAKAJ A.","08/25/2022","01:30:51","Service: ROACHES General inspection of establishment follow up is recommended for roaches.    Basement:   Upon inspecting basement I found heavy roach activity not sure exactly where they are coming from so placed a heavy amount of liberty glue boards throughout basement. Intensive advion gel crack and cervices and heavy spray of suspend throughout basement to treat for roaches. Reset all rat snaps and checked and reset all ketchall’s.    Main level:  Upon inspecting main level found roaches in kitchen area. Checked LP stations outside and placed a heavy amount of liberty glue boards throughout kitchen and bar. Intensive advion gel crack and cervices throughout kitchen, bathroom and bar. Heavy fan sprayed whole main level including bar, kitchen and dinning. Signed DOH"
"124766","Imposto's Pizza","102 Washington St Hoboken 07030","CARRASQUIL","08/25/2022","01:34:42","Service: PEST ELIM MAINT Serviced traps and devices in kitchen and pizza station area. Instead monitors and glue boards throughout kitchen. Checked all tin cats and Catch all’s they were all fine.  Sprayed all necessary areas. No Doh log to fill out"
"107626","L. OSTERIA","1219 LEXINGTON AVE NEW YORK 10028","RITTER P.","08/25/2022","01:36:44","I don't have no key to do the service"
"130974","GRILL POINT NYC","1215 Lexington Ave New York 10028","RITTER P.","08/25/2022","01:36:49","Service: PEST ELIM MAINT Fruit flies activity in basement due to water stains on the floor & pots. Checked & replaced glue boards,checked & updated ketchall(no activity found inside). Checked & updated tincat (no activity found inside).Sprayed dining areas, behind underneath food counter, underneath register, under new sink, basement underneath kitchen sink, storage area, employees area, back room storage area, bathroom,& signed doh."
"132757","Amore Pizza","370 W 58th St New York 10019","KHAMRAJ K.","08/25/2022","01:39:34","Service: EVALUATION Main entry point found at the grease trap area underneath sink see picture provided this is the area we’re customer said mice are coming from small hole found dusted  Main entry point in basement is underneath stairs need to remove boxes and large containers so we could fine hole to dust and cover.   Set up ketch all’s multiple mouse snaps everywhere also glue board monitors    ?"
"107095","GILDA'S RESTAURANT","9115 31st Ave East Elmhurst 11369","ROSARIO A.","08/25/2022","01:39:56","Service: PEST ELIM MAINT IPm checked all areas and equipment fan sprayed entire entire establishment gel"
"132149","BELLA PIZZA","197 Boulevard Hasbrouck Heights 07604","IQBAL","08/25/2022","01:44:18","Service: PEST ELIM MAINT Service. Spray front counter, front door, tap soda  area, Pizza oven station, kitchen/dishwasher/cookline. Gel intensively the kitchen crack and crevice,  outlet, equipment. Kitchen 5 glue boards. Signed doh  Left some glue boards for customer for the basement."
"116319","FREDDIE'S GOURMET","3830 Richmond Ave Staten Island 10312","GUITEREZ O","08/25/2022","01:46:44","Inspection few house flies in bakery fan spray check rtus rebait lps out side spray monitors"
"114609","CITY CAFE","35 W 43rd St New York 10036","LITTLE T.","08/25/2022","01:49:35","Service: PEST ELIM MAINT Establishment has poor sanitation. Kitchen has standing water on floor, dirty drains and running sink water. German cockroaches found in kitchen and on upper level. Heavy gel treatment and fan sprayed entire establishment   Updated doh log"
"122735","PAPILLION 25","25 Valley St SOUTH ORANGE 07079","JONES H.","08/25/2022","01:55:14","Service: PEST ELIM MAINT Treated all rooms and common areas with transport and nyguard. Checked all traps and relocated ketchalls I'm the kitchen. Installed new glue boards. No pest were found."
"121412","Baba Cool","64 Lafayette Ave Brooklyn 11217","THOMAS S.","08/25/2022","01:57:54","Service: PEST ELIM MAINT Sprayed kitchen and bathroom also basement checked tin kats and ketch alls found no activity changed glue boards caught a few water bugs signed doh"
"117150","MR PARIS CATERING","56 AVENUE C NEW YORK 10009","MELENDEZ C","08/25/2022","02:06:25","Service: PEST ELIM MAINT Treated perimeter and common areas. Spot sprayed around stove area for light fly activity…"
"132361","The Original American Chicken","7807 37th Ave Jackson Heights 11372","ROSARIO A.","08/25/2022","02:17:07","Service: PEST ELIM MAINT IPm checked all areas and equipment fan sprayed entire establishment replaced monitors"
"127335","Jackie And Son","134 S Orange Ave South Orange 07079","JONES H.","08/25/2022","02:18:14","Service: PEST ELIM MAINT Sprayed transport and nyguard around all rooms and common areas. Inspected both tincats in the kitchen and front counter. Replaced all glue boards. No pest activity present."
"113220","LA VRAIR RACLETTE","511 EAST 12TH ST NEW YORK 10009","CAPALDI J.","08/25/2022","02:23:16","Lock on front door gate is  new i had to open window gate and climb through window  to get access need key must talk to owner  Sprayed fly service basement pipes  bar kicthen  Waterbug  treatment basement niban  gluboards    Ipm maxiforce gel"
"113677","POP AND POUR","200 DYCKMAN ST NEW YORK 10040","RITTER P.","08/25/2022","02:23:54","Service: PEST ELIM MAINT Checked & updated ketchall(no activity found inside). Checked & replaced glue boards. Checked & updated RTU’s. Apply gel for roaches.Sprayed dining areas, behind bar underneath kitchen sink, underneath ice machine, underneath refrigerator, bathroom, basement underneath stairs, underneath freezer, under new kitchen sink in basement, storage area, office area, employee rooms area,& signed doh."
"132757","Amore Pizza","370 W 58th St New York 10019","RITTER P.","08/25/2022","02:26:10","Store close at 2am & I don't have keys to do service"
"123873","SERAFINA","2737 BROADWAY NEW YORK 10025","LITTLE T.","08/25/2022","02:43:35","Service: BLITZ Rat burrows in outside planters. Dusted all burrows. Changed glue in 3 halo 30’s. Fly activity, German Cockroach and American cockroaches in basement. Replaced glue boards, spot sprayed and fan sprayed. Heavy gel treatment in basement Rat activity in kitchen. Placed 3 rat mats around oven. 1 at bar. Rats seen running by pizza oven then vanish. Must remove items off shelves to check for voids  Updated doh log"
"118457","NUMERO 28 PIZZERIA","176 2nd Ave New York 10003","MELENDEZ C","08/25/2022","02:44:23","Service: PEST ELIM MAINT Checked all monitors and traps and all were clean. Fan sprayed perimeter and common areas. Spot sprayed by stove in kitchen for light fly activity. Rebaited rtu’s in kitchen…."
"117393","SERAFINA","2178 Broadway New York 10024","BLAKAJ A.","08/25/2022","02:45:44","Service: EVALUATION General inspection of establishment I didn’t find any voids throughout main level and basement. I think what’s happening is the mice are running around the outdoor dinning area and the door is left open and they quickly go inside the dinning area because i did ask an employee and they told me they keep the door open once in a while.    Basement:   Upon inspecting basement I found no activity placed liberty glue boards throughout basement in proper areas. Advion gel crack and cervices and heavy fan spray whole basement including storage and bathrooms.    Main level:   Upon inspecting main level I found mice activity by the outdoor dinning area. Checked and reset all ketchall’s and tin cats Found one mouse in ketchall killed and discarded it. Placed liberty glue boards in proper areas out of sight from customers in dinning area, bar and storage. Intensive advion gel crack and cervices by bar and storage. Heavy fan sprayed whole main level including dinning and bars. Signed DOH"
"112882","BENNY'S DELICE","903 FULTON ST BROOKLYN 11238","THOMAS S.","08/25/2022","02:45:58","The code would not go through don't know if it's changed but it won't open for tried for ten minutes the I moved on"
"122547","SOUTH BEACH BAR AND GRILL","476 MAIN ST EAST ORANGE 07018","JONES H.","08/25/2022","02:46:33","Service: PEST ELIM MAINT Treated all rooms doorways and common areas with transport and nyguard. Checked traps throughout the kitchen, bars and basement. Changed all glue boards. Still seeing house fly activity but it's minimal. Sprayed walls down around the basement and kitchen to kill off any leftover flies. signed doh log."
"129269","Kuro Kirin Espresso & Coffee","4795 Broadway New York 10034","RITTER P.","08/25/2022","03:02:13","Service: PEST ELIM MAINT Checked & updated tincat(no activity found inside). Checked & replaced glue boards. Apply  for roaches.Sprayed dining areas, bathroom, behind counter underneath kitchen sink, on a new coffee machine, on the ice machine,& signed doh."
"130057","SEA WOLF - BUSHWICK","19 Wyckoff Ave Brooklyn 11237","THOMAS S.","08/25/2022","03:16:33","Service: PEST ELIM MAINT Sprayed kitchen and bathroom also restaurant checked bait stations and set rat snaps they have three entree ways that rats are getting into restaurant they are not up keeping the work they did from when I started with them when I started I caught the only rat that got in but now they have more openings and they are not doing anything I told them about it two weeks now and nothing is done now who knows how many has gotten in signed doh and moved on"
"125667","PITA GRILL & CREPERIE","66 Mountain Blvd Warren 07059","IQBAL","08/25/2022","03:17:40","Service: PEST ELIM MAINT Service. Flies front counter and kitchen . I sprayed some down where I could with fan spray . Added prozap front counter, and kitchen 2 prozaps added they need it . They need a fly job and proper maintaining doors closed during work hours . Spray perimeter of establishment b&g"
"128259","Mecca Halal Pizzeria","52 4th Ave East Orange 07017","JONES H.","08/25/2022","03:19:44","Service: PEST ELIM MAINT Inspected and treated the kitchen for roach and fly activity. Seeing little to no roaches. Roach activity has significantly improved. House fly activity can be seen through out the kitchen But had decreased in population since the last visit. Sprayed all voids and hotzones where roaches were seen. Sprayed walls down to kill off fly activity. changed glueboards. Inspected all traps and removed two rodents. Signed doh log."
"120630","CAFE LUNA","1300 HYLAN BLVD STATEN ISLAND 10305","GUITEREZ O","08/25/2022","03:21:38","Inspection dust voids snaps monitors spray rebait lps out side no pest actyviti"
"113428","PARKVIEW DINER","2939 CROPSEY AVE BROOKLYN 11214","RABAEV E.","08/25/2022","03:27:40","Service: PEST ELIM MAINT Serviced all areas of the sprayed everywhere and updated Doh log and then My car starts shooting gunshots and goes on flames some wires electrical solenoid $400 piece trying to figure it out don’t know if my friend is gonna let me use the car for much longer"
"130136","NAI TAPPAS","84 2nd Ave New York 10003","MELENDEZ C","08/25/2022","03:29:33","Service: PEST ELIM MAINT Treated perimeter and common areas. Checked one monitor and it was clean…"
"117417","CAFETERIA","119 7th Ave New York 10010","BLAKAJ A.","08/25/2022","03:49:01","Service: FLY SERVICE Performed fly services at exterior of establishment. All 3 Outdoor dinning areas has lantern flies heavy spray of eco via and gentrol to treat and eliminate lantern flies or any pests. Sprayed all on the walls and around the plants and areas where flies would be at sprayed around the main entrance as well."
"133458","Stuyvesant Gourmet Deli","444 E 14th St New York 10009","CAPALDI J.","08/25/2022","03:51:49","Fly service by counter bad problem  Maxiforce fly spot  Prozaps 2 Drains needs to be cleaned  Sprayed for roaches  10 fly strips basement  Glueboards . sealed 2 holes in wall basement copper mesh spoke with  manager about issues"
"124870","BAGEL HOUSE DELI","324 N MAIN ST LODI 07644","JONES H.","08/25/2022","03:56:38","Service: PEST ELIM MAINT Sprayed around the exterior of the building and doorways. Sprayed around kitchen appliances, bathroom and common areas. Inspected all traps and changed all glue boards. No pest activity present."
"115912","CATANIA BAKERY AND PASTRY","6410 Fresh Pond Rd Ridgewood 11385","THOMAS S.","08/25/2022","04:03:51","Service: PEST ELIM MAINT Sprayed the perimeter of bakery checked all ketch alls on both floors placed monitors in basement and boiler room saw a few roaches here and there hit with bg sprayer signed doh"
"125352","C&B","178 E 7TH ST NEW YORK 10009","MELENDEZ C","08/25/2022","04:22:52","Service: PEST ELIM MAINT Treated perimeter and common areas. Spot sprayed by coffe machine for light fly activity."
"127698","BUON APPETITO","906 Broadway # 908 BAYONNE 07002","IQBAL","08/25/2022","04:25:00","Service: PEST ELIM MAINT Service. Spray and gel front counter area , soray and gel intensively the kitchen /dishwasher/cookline. Hall of basement.  Check all boxes only one mouse found and disposed. Sign doh . Roaches in kitchen are looking extremely better . IPM RNR"
"130137","KOBO BY NAI","202 Avenue A New York 10009","MELENDEZ C","08/25/2022","04:45:35","Service: PEST ELIM MAINT Checked all monitors and traps and all were clean. Rebaited snap traps. Treated perimeter and common areas."
"129250","Scalintalla Restaurant","201 E 61st St New York 10065","GHANIM MO","08/25/2022","05:18:55","Service: PEST ELIM MAINT Serviced and inspected all areas sprayed all necessary areas gel cracks and crevices checked and reset ketch all no activity in ketch all’ replinshed monitoring boards American roaches on monitoring boards in dining room treated below kitchen appliances sinks and drains treated below and around bar updated doh log"
"114625","SALT WATER COFFEE","345 E 12th St New York 10003","MELENDEZ C","08/25/2022","05:28:29","Service: PEST ELIM MAINT Checked all monitors and traps and all weee clean..treated perimeter and common areas"
"118371","FISH CHEEKS","55 BOND ST NEW YORK 10012","CAPALDI J.","08/25/2022","05:32:45","Cleaned and rebaited all rat bait boxes outside put peanut butter on t rex inside and soft bait  Changed flyboards  Waterbug treatment all areas and gluboards  Place  needs better and more fly machines  the ones they have is the old ecolab ones that the light comes out the top instead of the front which cover more distance and nectar for bar . they are not doing any drain maintenance all dirty. alot of fly coming from front doors needs 3 halo 15"
"127282","LIVOTI'S","1055 State Route 35 Middletown 07748","FORD J.","08/25/2022","05:56:55","Service: PEST ELIM MAINT Inspected and treated the kitchens,deli,bakery,fish shop,aisles,basement, bathrooms and common areas. Sprayed BandG transport and nyguard plus gel bait in cracks and crevices. Changed bait and glue boards. Changed all fly lights boards. No droppings found. Signed the doh form."
"123607","NONNA'S BRICK OVEN PIZZERIA","1843 Main St Peekskill 10566","MURPHY J.","08/25/2022","06:02:10","Service: PEST ELIM MAINT Service Traps ‘N’ Kitchen, front of house, office, back of restaurant Sanitation Needs improvement in kitchen grease on four on the fryers and kitchen equipment is a breeding ground for flies. Overall sanitation needs improvement throughout all areas."
"129942","Kozy Fresh","603 W 168th St New York 10032","GHANIM MO","08/25/2022","06:05:42","Service: BLITZ Serviced and inspected all areas sprayed all necessary areas gel cracks and crevices replinshed monitoring boards treated below and behind front service counter for German roaches 1 German roach sighted on monitoring board behind front service counter treated below kitchen appliances sinks and drains updated doh log"
"125861","30 BURGERS & MIKES SUBS","14 S Washington Ave Dunellen 08812","ELOUALI H.","08/25/2022","06:40:22","Service: PEST ELIM MAINT Checked all monitors and traps. Changed glue boards. Replaced bait in bait stations. Sprayed behind counters, under appliances, throughout the dining area, office, and throughout the kitchen."
"133451","Dr. Smood","210 Murray St New York 10002","CAPALDI J.","08/25/2022","06:42:25","Forgot to press start when arrived  Foamed drains  Snaptraps gluboards  Maxiforce gel   Signed log"
"133451","Dr. Smood","210 Murray St New York 10002","CAPALDI J.","08/25/2022","06:50:21","Front door side has large space took pic"
"126423","PICCOLA CUCINA UPTOWN","106 E 60TH ST NEW YORK 10022","LOPEZ A.","08/25/2022","06:51:33","Service: RODENT PROOFING Service rodent proofing. Dust treatment in voids and gaps also outside trash cans areas big gaps on the side between the 2 building on 3 sides. sealed voids and gaps in boiler room, outside trash cans areas. with exclusive mesh, copper mesh and foam. Installed 3 door sweeps. See photos. Set up rat snap traps in boiler room and outside trash cans areas. Need to setup a service to do the ceiling in prep area and clothes exchange room dust treatment and places rat snap traps in the ceilings and the 3rd floor voids there doing electrical work on the 3rd floor right now. It’s going to take 3 to 4 hours of work. IPM, RNR"
"130844","CAFE MOCHA","6807 New Utrecht Ave Brooklyn 11219","LUPOI F.","08/25/2022","06:52:28","Service: PEST ELIM MAINT Treated all common areas throughout entire place and basement checked monitor replaced glue boards"
"126088","LIVOTI'S OLD WORLD MARKET","1077 State Route 34 Matawan 07747","FORD J.","08/25/2022","06:55:17","Service: PEST ELIM MAINT Inspected and treated the kitchens, bathrooms,deli,bakery,fish shop,aisles and common areas. Sprayed BandG transport and nyguard plus gel bait in cracks and crevices. Changed bait and glue boards. Changed all fly light boards. No droppings found. I rubbed transport on the signs to knock down the flies. I would recommend possibly installing an air curtain by the front doors to help keep out the flies in the future. They are from the parking lot trees. They like the produce section. Signed the doh form."
"119643","BUSHWICK TACO COMPANY","839 Knickerbocker Ave Brooklyn 11207","MELENDEZ J","08/25/2022","07:06:36","Service: PEST ELIM MAINT Checked monitors all good and treated basement and first floor and second floor office with transport."
"113901","BAREBURGER","366 W 46th St New York 10036","GHANIM MO","08/25/2022","07:16:56","Service: PEST ELIM MAINT Serviced and inspected all areas sprayed all necessary areas gel cracks and crevices checked and reset ketch no activity in ketch all’s replinshed monitoring boards treated below kitchen appliances sinks and drains treated dining room perimeters below and around mainnfooor bar treated upstairs mezzanine updated doh log   German roaches sighted below kitchen appliances and sink treated heavy for German roaches   Drain flies sighted below main floor bar treated heavy for drains flies"
"133778","JOHN MAZZIO","180 Mason Blvd Staten Island 10309","PRICE J.","08/25/2022","07:20:47","Service: FLY SERVICE Treated exterior perimeter front and backyard, and we spray all the walls, backyard, trees and bark treated location with demand sc follow up treatment for next week"
"129842","Living Room Restaurant & Lounge","178 Avenue U Brooklyn 11223","RIVERA M.","08/25/2022","07:21:27","I arrived at 6:55a.m.and I have been locking on the door and the porter does not open. I go through this every time I come out to this location. I usually climb in through a window but I should not have to climb in through a window to get into a location. I need a key for this account or change the time schedule. I have taking a picture of the establishment."
"107892","J&A GIAIMO","1138 1ST AVE NEW YORK 10065","PEREZ RICH","08/25/2022","07:24:09","Service: PEST ELIM MAINT Serviced all traps and devices in basement storage areas and backyard compact areas. Gelled around sinks and counters in kitchen areas for apartments 2n, 3s, 4s, 5s. Replaced all glue boards for monitoring purposes as needed. Perimeter spot treatment on all baseboards on all floors/hallways including lobby areas and basement areas and above apartments kitchen/bathroom areas for flies and roaches.service ticket is depicted in photos enclosed."
"116618","BUSKWICK PUBLIC HOUSE","1288 Myrtle Ave Brooklyn 11221","MELENDEZ J","08/25/2022","07:27:16","Service: PEST ELIM MAINT Treated basement and first floor with transport."
"129439","Jammin Jamaican Kitchen","295 Broadway Paterson 07501","WILLIAMS C","08/25/2022","07:34:31","Service: PEST ELIM MAINT Full inspection kitchen bathroom storage room dining room front counter and all common areas IPM, Duster, Cracks & Crevices, Installed 5 Glue boards,Equipment Service 3 Kethalls No Dropping Found Sign doh Form"
"110877","SUMNER CHILDRENS CENTER","860 PARK AVE BROOKLYN 11206","WHITENER H","08/25/2022","07:38:15","Service: PEST ELIM MAINT Inspected all classrooms and offices and pantry room and storage room and bathrooms.  Roach gel applied for C&C treatments in all classrooms for preventative maintenance.   Replenished GB’S in all offices and employee break room and janitor office.  Roach gel applied in kitchen behind top side of counter and behind handwashing sink.  No issues to note at this time.  IPM, RNR. H.W.  Signed and updated doh log."
"133676","89 Deli Corp.","164-3 89th Ave Queens 11432","RICHARDS J","08/25/2022","07:44:12","Refused. Said mngr didn't inform them of pest control service. Said they will call in the am , and I told them my mngr will call . Pic enclosed in doc"
"132567","BISTRO PUNTA SAL","4551 46th St Woodside 11377","RICHARDS J","08/25/2022","07:46:50","Service: ROACHES Inspected areas, heavy drain fly and house fly activity seen in bsmt and don’t by bar upper level. Flushed out existing pest with aerosol and knock down. Perimeter treatment applied throughout in all areas and spaces,  hp of monitary devices placed. Signed doh"
"129965","Quagle","1788 Sheepshead Bay Rd Brooklyn 11235","DELBIANCO","08/25/2022","07:49:25","Service: PEST ELIM MAINT Treated common areas.. checked monitors around perimeter..sanitary issue puddles of dirty water, clutter,garbage,etc..noted on floor in basement (left overnight) must be kept clean."
"101016","RED APPLE","63-47 BOOTH ST REGO PARK 11374","MERCIUS J.","08/25/2022","07:52:04","Service: PEST ELIM MAINT General service rodent and roaches treated baseboards bathrooms kitchen counter area cabinets closets music room offices classrooms boiler room electrical room compactors pantry room and updated doh log"
"125672","SALY GS RESTAURANT & TAVERN","169 WASHINGTON VALLEY RD WARREN 07059","ELOUALI H.","08/25/2022","07:53:04","Service: PEST ELIM MAINT Checked all monitors and traps. Changed glue boards. Sprayed behind counters, under appliances, behind the bar, bathrooms, and throughout the kitchen."
"118713","LUCKY 13 SALOON","644 Sackett St BROOKLYN 11217","GAMBLE","08/25/2022","07:53:17","Service: PEST ELIM MAINT Checked all equipment no activity found. Treated stage room. DJ booth bottom and top of stage. Treated front of establishment. Barstool area in front of and behind Bar. Bathroom and behind food service counter. Crack and crevice treatment throughout  Update all equipment sign DOH."
"109465","BUSHWICK PITA PALACE","243 BUSHWICK AVE Brooklyn 11206","MELENDEZ J","08/25/2022","07:56:20","Service: PEST ELIM MAINT Checked monitors all good and replaced dirty glue boards in basement and treated basement and first floor with transport,plus gelled in kitchen."
